report_id,source,report_type,timestamp,site,location,department,activity,asset,description,unsafe_act,unsafe_condition,near_miss,hi_po,hazards,exposure,potential_consequences,barriers,barrier_status,life_saving_rules,actual_outcome,potential_accident_level,sif_potential,annotation_confidence,annotation_version,source_gender,source_actor_type,normalized_description,duplicate_group_id,duplicate_group_size,is_duplicate,potential_level_numeric
industrial_safety_000134,industrial_safety_analytics_database,incident,2016-05-22T00:00:00,Country_02,Local_08,Metals,,,"During the maintenance on the LX-P-205B pump, there was the projection of silicate pulp, reaching the right leg of the employee.",,,,,['Blocking and isolation of energies'],[],[],[],[],[],I,III,,,,Male,Employee,during the maintenance on the lxp205b pump there was the projection of silicate pulp reaching the right leg of the employee,DUP_0139,1,False,3
industrial_safety_000301,industrial_safety_analytics_database,incident,2017-01-05T00:00:00,Country_01,Local_03,Mining,,,"During the mechanized support activity in the level 3450 - Tajo when lifting the support mesh on the platform of the Scissor equipment, the employee with a stumble feels a pain in the heel of the left foot.",,,,,['Others'],[],[],[],[],[],I,III,,,,Male,Employee,during the mechanized support activity in the level 3450  tajo when lifting the support mesh on the platform of the scissor equipment the employee with a stumble feels a pain in the heel of the left foot,DUP_0142,1,False,3
industrial_safety_000074,industrial_safety_analytics_database,incident,2016-03-19T00:00:00,Country_01,Local_01,Mining,,,"During the placement of the last support mesh cloth of the work, in moments that from the ground the injured collaborator reached the electrowelded mesh to the operator of the scissor bolter positioned in the basket, when pressing on the mesh, one of the protruding ends of the mesh, crosses the leather glove causing an injury in his right hand.",,,,,['Others'],[],[],[],[],[],I,III,,,,Male,Employee,during the placement of the last support mesh cloth of the work in moments that from the ground the injured collaborator reached the electrowelded mesh to the operator of the scissor bolter positioned in the basket when pressing on the mesh one of the protruding ends of the mesh crosses the leather glove causing an injury in his right hand,DUP_0144,1,False,3
industrial_safety_000145,industrial_safety_analytics_database,incident,2016-06-02T00:00:00,Country_02,Local_05,Metals,,,"During the process of washing the material (Becker), the tip of the material was broken which caused a cut of the 5th finger of the right hand",,,,,['Cut'],[],[],[],[],[],I,III,,,,Male,Employee,during the process of washing the material becker the tip of the material was broken which caused a cut of the 5th finger of the right hand,DUP_0151,1,False,3
industrial_safety_000056,industrial_safety_analytics_database,incident,2016-03-02T00:00:00,Country_01,Local_06,Metals,,,"During the start of the neutral leaching process, the employee Jhonatan proceeds to open the air valve of the tank Airlift a circumstance in which the process solution returns through the chimney, the solution coming into contact with the arm and right foot.",,,,,['Blocking and isolation of energies'],[],[],[],[],[],I,III,,,,Male,Employee,during the start of the neutral leaching process the employee jhonatan proceeds to open the air valve of the tank airlift a circumstance in which the process solution returns through the chimney the solution coming into contact with the arm and right foot,DUP_0154,1,False,3
industrial_safety_000139,industrial_safety_analytics_database,incident,2016-05-25T00:00:00,Country_01,Local_04,Mining,,,"During the tests of the soft starter of the engine of belt 03 the collaborator Igor moves around the site and at approximately 19:45 pm falls into a trench for electric cables, (0.90m deep), the same as was found partially discovered.",,,,,['Others'],[],[],[],[],[],II,III,,,,Male,Employee,during the tests of the soft starter of the engine of belt 03 the collaborator igor moves around the site and at approximately 1945 pm falls into a trench for electric cables 090m deep the same as was found partially discovered,DUP_0155,1,False,3
industrial_safety_000349,industrial_safety_analytics_database,incident,2017-02-23T00:00:00,Country_02,Local_07,Mining,,,"During the transport of pieces of wood with the aid of a wheelbarrow, the employee felt a prick in the right leg, at that moment stopped the activity, removed the leggings and when shaking the pants noticed that it was a small scorpion.",,,,,['Venomous Animals'],[],[],[],[],[],I,III,,,,Male,Third Party (Remote),during the transport of pieces of wood with the aid of a wheelbarrow the employee felt a prick in the right leg at that moment stopped the activity removed the leggings and when shaking the pants noticed that it was a small scorpion,DUP_0157,1,False,3
industrial_safety_000005,industrial_safety_analytics_database,incident,2016-01-12T00:00:00,Country_02,Local_05,Metals,,,"During the unloading operation of the ustulado Bag there was a need to unclog the discharge mouth of the silo truck. In performing this procedure, there was a maneuver of unhooking the hose without the total depressurisation of the mouth, projecting ustulado powder in the collaborator caused irritation in the eyes.",,,,,['Pressurized Systems'],[],[],[],[],[],I,III,,,,Male,Third Party (Remote),during the unloading operation of the ustulado bag there was a need to unclog the discharge mouth of the silo truck in performing this procedure there was a maneuver of unhooking the hose without the total depressurisation of the mouth projecting ustulado powder in the collaborator caused irritation in the eyes,DUP_0159,1,False,3
industrial_safety_000280,industrial_safety_analytics_database,incident,2016-12-09T00:00:00,Country_02,Local_02,Mining,,,"During the withdrawal of the metal form support screw in the Inside of well 2, when the bolt of the chain holder was loosened, the employee and a helper exerted force on the combination wrench, when the bolt came to loosen immediately, pressing the ring finger of the employee's right hand against the support.",,,,,['Others'],[],[],[],[],[],II,III,,,,Male,Third Party (Remote),during the withdrawal of the metal form support screw in the inside of well 2 when the bolt of the chain holder was loosened the employee and a helper exerted force on the combination wrench when the bolt came to loosen immediately pressing the ring finger of the employees right hand against the support,DUP_0162,1,False,3
industrial_safety_000378,industrial_safety_analytics_database,incident,2017-04-07T00:00:00,Country_02,Local_02,Mining,,,"Employee moved toward the structure of post 10, when it came to step in false, suffering twisting in the left ankle.",,,,,['Others'],[],[],[],[],[],I,III,,,,Male,Third Party (Remote),employee moved toward the structure of post 10 when it came to step in false suffering twisting in the left ankle,DUP_0166,1,False,3
industrial_safety_000376,industrial_safety_analytics_database,incident,2017-04-04T00:00:00,Country_02,Local_05,Metals,,,"Employee reports that he was supervising an activity in the Ustulation, near the Ball when a projection of hot humped dust from the upper floor reached his cervical (""neck"" region), causing a first degree burn.",,,,,['Chemical substances'],[],[],[],[],[],I,III,,,,Male,Employee,employee reports that he was supervising an activity in the ustulation near the ball when a projection of hot humped dust from the upper floor reached his cervical neck region causing a first degree burn,DUP_0174,1,False,3
industrial_safety_000096,industrial_safety_analytics_database,incident,2016-04-05T00:00:00,Country_02,Local_05,Metals,,,Employee reports that when handling the air conditioning pressed the 2nd right chirodactilo causing a contusion.,,,,,['Pressed'],[],[],[],[],[],I,III,,,,Male,Third Party,employee reports that when handling the air conditioning pressed the 2nd right chirodactilo causing a contusion,DUP_0177,1,False,3
industrial_safety_000287,industrial_safety_analytics_database,incident,2016-12-15T00:00:00,Country_02,Local_05,Metals,,,"Employee reports that when returning the anode to the easel the even bumped into the side of the easel coming to swing and hit his right shoulder, causing bruise.",,,,,['Others'],[],[],[],[],[],I,III,,,,Male,Employee,employee reports that when returning the anode to the easel the even bumped into the side of the easel coming to swing and hit his right shoulder causing bruise,DUP_0178,1,False,3
industrial_safety_000250,industrial_safety_analytics_database,incident,2016-10-11T00:00:00,Country_02,Local_05,Metals,,,Employee was doing cleaning near the area of ​​the pneumatic conveyor when he was hit by a drop of sulfuric acid on his upper lip.,,,,,['Chemical substances'],[],[],[],[],[],I,III,,,,Male,Employee,employee was doing cleaning near the area of the pneumatic conveyor when he was hit by a drop of sulfuric acid on his upper lip,DUP_0182,1,False,3
industrial_safety_000328,industrial_safety_analytics_database,incident,2017-02-04T00:00:00,Country_02,Local_02,Mining,,,Employee was performing drilling activity with the LM17 probe at level 585 GPS and when positioning the needle stem came to hit the left hand ring finger against the retraction box causing superficial injury.,,,,,['Manual Tools'],[],[],[],[],[],I,III,,,,Male,Employee,employee was performing drilling activity with the lm17 probe at level 585 gps and when positioning the needle stem came to hit the left hand ring finger against the retraction box causing superficial injury,DUP_0184,1,False,3
industrial_safety_000366,industrial_safety_analytics_database,incident,2017-03-09T00:00:00,Country_02,Local_05,Metals,,,"Employee was performing maintenance on filter press, in the Filtration area (GRS). When he dismantled the hose clamp in a turning motion, he had contact with the burr of the tip of one of the screws that was exposed, causing him a cut in his glove and wound in the 3rd quirodactilo of the left hand.",,,,,['Machine Protection'],[],[],[],[],[],I,III,,,,Male,Third Party,employee was performing maintenance on filter press in the filtration area grs when he dismantled the hose clamp in a turning motion he had contact with the burr of the tip of one of the screws that was exposed causing him a cut in his glove and wound in the 3rd quirodactilo of the left hand,DUP_0185,1,False,3
industrial_safety_000235,industrial_safety_analytics_database,incident,2016-09-21T00:00:00,Country_02,Local_05,Metals,,,"Employee was preparing rice using a utensil type skimmer to stir inside the pressure cooker when part of the cable broke, reaching its hand causing a blunt cut.",,,,,['Manual Tools'],[],[],[],[],[],II,III,,,,Male,Third Party,employee was preparing rice using a utensil type skimmer to stir inside the pressure cooker when part of the cable broke reaching its hand causing a blunt cut,DUP_0186,1,False,3
industrial_safety_000319,industrial_safety_analytics_database,incident,2017-01-24T00:00:00,Country_02,Local_05,Metals,,,"Employee was transiting the GRS area when he came to slip, suffering a twist in his left knee.",,,,,['Fall'],[],[],[],[],[],I,III,,,,Male,Third Party (Remote),employee was transiting the grs area when he came to slip suffering a twist in his left knee,DUP_0189,1,False,3
industrial_safety_000068,industrial_safety_analytics_database,incident,2016-03-13T00:00:00,Country_01,Local_03,Mining,,,"In circumstances that the Operator 176 was going from level 620 to level 640, he noticed that the hydraulic pump's inspection cover (18 ""x32"" x3 / 8 "", 15 Kg approx.) Was about to fall, so he stopped the equipment, activates the cats and climbs up the upper part of the equipment and in moments that accommodated the cover it slides on its middle finger causing the injury.",,,,,['Others'],[],[],[],[],[],I,III,,,,Male,Employee,in circumstances that the operator 176 was going from level 620 to level 640 he noticed that the hydraulic pumps inspection cover 18 x32 x3  8  15 kg approx was about to fall so he stopped the equipment activates the cats and climbs up the upper part of the equipment and in moments that accommodated the cover it slides on its middle finger causing the injury,DUP_0206,1,False,3
industrial_safety_000290,industrial_safety_analytics_database,incident,2016-12-19T00:00:00,Country_01,Local_04,Mining,,,"In circumstances that the operator performed the lifting of an 8-inch vitaulic pipe, this is imprisoned in the structure of the railing of the truck, instants that pushes the pipe with the right hand this returns to its initial position hitting the middle finger of the employee causing a bruise",,,,,['Others'],[],[],[],[],[],I,III,,,,Male,Employee,in circumstances that the operator performed the lifting of an 8inch vitaulic pipe this is imprisoned in the structure of the railing of the truck instants that pushes the pipe with the right hand this returns to its initial position hitting the middle finger of the employee causing a bruise,DUP_0207,1,False,3
industrial_safety_000323,industrial_safety_analytics_database,incident,2017-01-29T00:00:00,Country_01,Local_01,Mining,,,"In circumstances that the tipper MV-01 of the EE Mceisa, moved of the Nv. 3120 to Nv. 3300, the operator sees a congestion of equipment in front of his unit in the Ramp 990 - at a distance of 80 meters. of access to the Nv. 3300, which is why he decides to get off the cab by turning off his vehicle, when suddenly he slides off the second rung that is 0.70 m from the ground, hitting the right forearm region against the fender and the same rung.",,,,,['Vehicles and Mobile Equipment'],[],[],[],[],[],I,III,,,,Male,Third Party,in circumstances that the tipper mv01 of the ee mceisa moved of the nv 3120 to nv 3300 the operator sees a congestion of equipment in front of his unit in the ramp 990  at a distance of 80 meters of access to the nv 3300 which is why he decides to get off the cab by turning off his vehicle when suddenly he slides off the second rung that is 070 m from the ground hitting the right forearm region against the fender and the same rung,DUP_0209,1,False,3
industrial_safety_000306,industrial_safety_analytics_database,incident,2017-01-09T00:00:00,Country_01,Local_01,Mining,,,"In circumstances where the worker hit the support of the drill beam advance cylinder to align the base of the beam with the holes of the beam and place the bolt, mechanical hammer slips and by inertia the mechanic's hand hits the edge of the beam causing the injury. At the time of the accident the employee had all the PPE for this activity.",,,,,['Others'],[],[],[],[],[],I,III,,,,Male,Third Party,in circumstances where the worker hit the support of the drill beam advance cylinder to align the base of the beam with the holes of the beam and place the bolt mechanical hammer slips and by inertia the mechanics hand hits the edge of the beam causing the injury at the time of the accident the employee had all the ppe for this activity,DUP_0218,1,False,3
industrial_safety_000171,industrial_safety_analytics_database,incident,2016-06-22T00:00:00,Country_01,Local_03,Mining,,,"In level 2930 access Siemag camera roof, at times when the piquero civil operator looked for a stilson key of 12 ""inside its metal tool box, open the metal lid (1m x 0.6m x 0.7m; 5 Kg of weight) with both hands, then push the lid backwards positioning your right hand near the base of the lid causing an incentration of your fifth finger between the lid and the structure of the box at the height of the hinge. At the time of the accident, the employee wore pad gloves, which reduced the consequence of the injury.",,,,,['Others'],[],[],[],[],[],I,III,,,,Male,Third Party (Remote),in level 2930 access siemag camera roof at times when the piquero civil operator looked for a stilson key of 12 inside its metal tool box open the metal lid 1m x 06m x 07m 5 kg of weight with both hands then push the lid backwards positioning your right hand near the base of the lid causing an incentration of your fifth finger between the lid and the structure of the box at the height of the hinge at the time of the accident the employee wore pad gloves which reduced the consequence of the injury,DUP_0222,1,False,3
industrial_safety_000389,industrial_safety_analytics_database,incident,2017-04-23T00:00:00,Country_01,Local_04,Mining,,,"In moments that Mr. William carried out the inspection of the cut of the Block 781 Level 1850 OB6A, so that the loading platform could be realized, in instants that observed the drills positive radial ones that were covered and shotcreteados, he hears a noise from the upper part of the pit (detachments of banks at the center of the pit), to which Mr. William goes back to leave work, but his metatarsal boots makes contact with a rock that was on the floor which causes it to lose balance and stumble on the gable.",,,,,['Others'],[],[],[],[],[],I,III,,,,Male,Third Party,in moments that mr william carried out the inspection of the cut of the block 781 level 1850 ob6a so that the loading platform could be realized in instants that observed the drills positive radial ones that were covered and shotcreteados he hears a noise from the upper part of the pit detachments of banks at the center of the pit to which mr william goes back to leave work but his metatarsal boots makes contact with a rock that was on the floor which causes it to lose balance and stumble on the gable,DUP_0223,1,False,3
industrial_safety_000104,industrial_safety_analytics_database,incident,2016-04-16T00:00:00,Country_01,Local_03,Mining,,,"In moments that the worker-mechanic was the workshop of maintenance, the wire of his mining lamp is hooked with a drill hole (4.0 Kg) that was on the work table of the workshop, which fell 1.m and impacted his left foot causing a minor bruise. At the time of the accident the collaborator used his safety boots with steel toecap.",,,,,['Others'],[],[],[],[],[],I,III,,,,Male,Third Party,in moments that the workermechanic was the workshop of maintenance the wire of his mining lamp is hooked with a drill hole 40 kg that was on the work table of the workshop which fell 1m and impacted his left foot causing a minor bruise at the time of the accident the collaborator used his safety boots with steel toecap,DUP_0226,1,False,3
industrial_safety_000353,industrial_safety_analytics_database,incident,2017-02-26T00:00:00,Country_01,Local_01,Mining,,,"In moments when the staff of the IMPROMEC company was heading towards the 447 pique to support shotcrete casting jobs; One of the electricians does not identify a lane and water in the road, so his right leg enters the gutter of 0.8 m depth causing the injury. The service of the litorina was paralyzed for the entrance of this personnel.",,,,,['Fall'],[],[],[],[],[],I,III,,,,Male,Third Party,in moments when the staff of the impromec company was heading towards the 447 pique to support shotcrete casting jobs one of the electricians does not identify a lane and water in the road so his right leg enters the gutter of 08 m depth causing the injury the service of the litorina was paralyzed for the entrance of this personnel,DUP_0228,1,False,3
industrial_safety_000153,industrial_safety_analytics_database,incident,2016-06-07T00:00:00,Country_01,Local_03,Mining,,,"In phase III of the concentrator plant, the maintenance personnel carried out the removal of transmission belt from the flotation cell of Pb cleaning; at the moment the mechanic removed the belt he leans on his left leg which slides towards the grating floor, leaving his foot between the two pipes generating the lesion described. The work was carried out at the floor level and at the time of the accident, the staff had put on their safety equipment.",,,,,['Others'],[],[],[],[],[],I,III,,,,Male,Third Party,in phase iii of the concentrator plant the maintenance personnel carried out the removal of transmission belt from the flotation cell of pb cleaning at the moment the mechanic removed the belt he leans on his left leg which slides towards the grating floor leaving his foot between the two pipes generating the lesion described the work was carried out at the floor level and at the time of the accident the staff had put on their safety equipment,DUP_0230,1,False,3
industrial_safety_000246,industrial_safety_analytics_database,incident,2016-10-04T00:00:00,Country_03,Local_10,Others,,,"In the probe 5068 bore BAPDD00146, around 15:00 hours, the polling assistant Luciano da Silva performing the maneuver of descending rods, led the rod to the gutter, but this when not leaning suitably came to escape the gutter returning toward the easel. His hand had slipped and his little finger was between the rod and the easel. Realizing that the shaft had returned, he released it. immediately, but his little finger was partially hit by the rim of the rod against the easel resulting in a cut. The auxiliary was taken to hospital and attended to, the wound resulted in 5 points and the was released for administrative activities.",,,,,['Others'],[],[],[],[],[],III,III,,,,Male,Employee,in the probe 5068 bore bapdd00146 around 1500 hours the polling assistant luciano da silva performing the maneuver of descending rods led the rod to the gutter but this when not leaning suitably came to escape the gutter returning toward the easel his hand had slipped and his little finger was between the rod and the easel realizing that the shaft had returned he released it immediately but his little finger was partially hit by the rim of the rod against the easel resulting in a cut the auxiliary was taken to hospital and attended to the wound resulted in 5 points and the was released for administrative activities,DUP_0244,1,False,3
industrial_safety_000002,industrial_safety_analytics_database,incident,2016-01-06T00:00:00,Country_01,Local_03,Mining,,,"In the sub-station MILPO located at level +170 when the collaborator was doing the excavation work with a pick (hand tool), hitting a rock with the flat part of the beak, it bounces off hitting the steel tip of the safety shoe and then the metatarsal area of ​​the left foot of the collaborator causing the injury.",,,,,['Manual Tools'],[],[],[],[],[],I,III,,,,Male,Third Party (Remote),in the substation milpo located at level 170 when the collaborator was doing the excavation work with a pick hand tool hitting a rock with the flat part of the beak it bounces off hitting the steel tip of the safety shoe and then the metatarsal area of the left foot of the collaborator causing the injury,DUP_0247,1,False,3
industrial_safety_000351,industrial_safety_analytics_database,incident,2017-02-25T00:00:00,Country_01,Local_01,Mining,,,"In the support process, in circumstances that the assistant performs the Last cut in the transverse length of the mesh; The mesh generates a movement towards the operator and hits the face causing the described injury.",,,,,['Projection'],[],[],[],[],[],I,III,,,,Male,Employee,in the support process in circumstances that the assistant performs the last cut in the transverse length of the mesh the mesh generates a movement towards the operator and hits the face causing the described injury,DUP_0248,1,False,3
industrial_safety_000127,industrial_safety_analytics_database,incident,2016-05-11T00:00:00,Country_01,Local_03,Mining,,,"In the welding workshop of level 3620 (Ex -450 tunnel quinoa), in moments that the assistant raised a wooden strut - 3m long x 4 ""diameter - 20 Kg of weight, to place it on the work table at 1.30 m of height, treads another wooden strut placed on the floor losing the balance falling at the same level lying laterally on a concrete wall causing a bruise on the left shoulder.",,,,,['Others'],[],[],[],[],[],I,III,,,,Male,Third Party,in the welding workshop of level 3620 ex 450 tunnel quinoa in moments that the assistant raised a wooden strut  3m long x 4 diameter  20 kg of weight to place it on the work table at 130 m of height treads another wooden strut placed on the floor losing the balance falling at the same level lying laterally on a concrete wall causing a bruise on the left shoulder,DUP_0251,1,False,3
industrial_safety_000416,industrial_safety_analytics_database,incident,2017-06-09T00:00:00,Country_01,Local_06,Metals,,,"Mr. Emerson was moving trays; when climbing the staircase that gives access to the former dining room and finding himself on the last step, he slips and falls to the floor; supporting the body forward, suffering blows to the right knee with the floor, as well as in the nose with the metal trays it was carrying, causing a cut in the nose and ematoma in the knee.",,,,,['Fall'],[],[],[],[],[],I,III,,,,Male,Third Party,mr emerson was moving trays when climbing the staircase that gives access to the former dining room and finding himself on the last step he slips and falls to the floor supporting the body forward suffering blows to the right knee with the floor as well as in the nose with the metal trays it was carrying causing a cut in the nose and ematoma in the knee,DUP_0255,1,False,3
industrial_safety_000060,industrial_safety_analytics_database,incident,2016-03-06T00:00:00,Country_01,Local_04,Mining,,,"On pit 831 of level 1910 when radial drilling was performed of negative holes with the simba M4C ITH No. 5 equipment, when the assistant of the equipment operator made the change of the drill bit, the metal bar (hammer) is released from the coupling of the rotation unit and when abruptly withdrawing his hands hit the back of his right hand against the team's structure. At the time of the accident the team was Paid.",,,,,['Others'],[],[],[],[],[],I,III,,,,Male,Employee,on pit 831 of level 1910 when radial drilling was performed of negative holes with the simba m4c ith no 5 equipment when the assistant of the equipment operator made the change of the drill bit the metal bar hammer is released from the coupling of the rotation unit and when abruptly withdrawing his hands hit the back of his right hand against the teams structure at the time of the accident the team was paid,DUP_0271,1,False,3
industrial_safety_000219,industrial_safety_analytics_database,incident,2016-09-04T00:00:00,Country_01,Local_03,Mining,,,"On the surface, in the dining room of employees of the unit, while the collaborator performed the chicken habilitation for lunch using a kitchen knife, it comes into contact with the distal part of the second finger of the left hand causing the injury described . During the accident the employee did not use his specific height gloves for this type of work.",,,,,['Others'],[],[],[],[],[],I,III,,,,Male,Third Party,on the surface in the dining room of employees of the unit while the collaborator performed the chicken habilitation for lunch using a kitchen knife it comes into contact with the distal part of the second finger of the left hand causing the injury described  during the accident the employee did not use his specific height gloves for this type of work,DUP_0275,1,False,3
industrial_safety_000346,industrial_safety_analytics_database,incident,2017-02-17T00:00:00,Country_01,Local_01,Mining,,,"Once the painting of the pumping pipe has been completed, the person involved involuntarily touches his face, with his hand (with gloves) full of paint, and to clean himself he makes use of a dry industrial cloth and begins to rub his face, for a period of time from 30 to 40 seconds continuously, until finally the paint on the face is cleaned, this friction generates the described injury.",,,,,['Chemical substances'],[],[],[],[],[],I,III,,,,Male,Employee,once the painting of the pumping pipe has been completed the person involved involuntarily touches his face with his hand with gloves full of paint and to clean himself he makes use of a dry industrial cloth and begins to rub his face for a period of time from 30 to 40 seconds continuously until finally the paint on the face is cleaned this friction generates the described injury,DUP_0278,1,False,3
industrial_safety_000087,industrial_safety_analytics_database,incident,2016-04-02T00:00:00,Country_01,Local_01,Mining,,,"Parking the equipment Dumper ° 18 in the maintenance workshop, the mechanic asks the operator to back off the equipment for washing, then the operator starts the reverse gear with the cab door fully open, upon reaching the washing area (8 meters behind), brakes and the cabin door closes untimely and hits your face, causing a minor injury. In the area was the mechanic at floor level in a safe place.",,,,,['Others'],[],[],[],[],[],I,III,,,,Male,Employee,parking the equipment dumper  18 in the maintenance workshop the mechanic asks the operator to back off the equipment for washing then the operator starts the reverse gear with the cab door fully open upon reaching the washing area 8 meters behind brakes and the cabin door closes untimely and hits your face causing a minor injury in the area was the mechanic at floor level in a safe place,DUP_0281,1,False,3
industrial_safety_000144,industrial_safety_analytics_database,incident,2016-06-01T00:00:00,Country_02,Local_05,Metals,,,The clerk was peeling and pulling a sheet came another one that struck in his 5th chirodactile of the left hand tearing his PVC sleeve caused a cut.,,,,,['Cut'],[],[],[],[],[],I,III,,,,Male,Employee,the clerk was peeling and pulling a sheet came another one that struck in his 5th chirodactile of the left hand tearing his pvc sleeve caused a cut,DUP_0290,1,False,3
industrial_safety_000006,industrial_safety_analytics_database,incident,2016-01-16T00:00:00,Country_02,Local_05,Metals,,,"The collaborator reports that he was on street 09 holding in his left hand the volumetric balloon, when he slipped and when placing his hand on the ground the volumetric balloon ended up breaking caused a small wound in his left hand.",,,,,['Fall prevention (same level)'],[],[],[],[],[],I,III,,,,Male,Employee,the collaborator reports that he was on street 09 holding in his left hand the volumetric balloon when he slipped and when placing his hand on the ground the volumetric balloon ended up breaking caused a small wound in his left hand,DUP_0293,1,False,3
industrial_safety_000205,industrial_safety_analytics_database,incident,2016-08-14T00:00:00,Country_02,Local_08,Metals,,,"The employee Mr. Nilton made the opening of the visit to unclog, at this moment occurred projection of hot material, occurring the accident.",,,,,['Projection'],[],[],[],[],[],I,III,,,,Male,Employee,the employee mr nilton made the opening of the visit to unclog at this moment occurred projection of hot material occurring the accident,DUP_0298,1,False,3
industrial_safety_000197,industrial_safety_analytics_database,incident,2016-08-01T00:00:00,Country_02,Local_05,Metals,,,The employee of partner company GR reports that she was cutting watermelon when she injured her 2nd chirodactilo of the left hand with the knife.,,,,,['Manual Tools'],[],[],[],[],[],II,III,,,,Female,Third Party,the employee of partner company gr reports that she was cutting watermelon when she injured her 2nd chirodactilo of the left hand with the knife,DUP_0299,1,False,3
industrial_safety_000084,industrial_safety_analytics_database,incident,2016-03-31T00:00:00,Country_02,Local_08,Metals,,,"The employee, performing the truck's unloading operation, an iron bundle pressed his right finger and injured his left arm.",,,,,['Pressed'],[],[],[],[],[],I,III,,,,Male,Third Party (Remote),the employee performing the trucks unloading operation an iron bundle pressed his right finger and injured his left arm,DUP_0303,1,False,3
industrial_safety_000190,industrial_safety_analytics_database,incident,2016-07-20T00:00:00,Country_02,Local_05,Metals,,,"The employee reports that he was draining ammonia, used as a refrigerant, into a container of water when splashes of the solution drained onto his face.",,,,,['Chemical substances'],[],[],[],[],[],I,III,,,,Male,Employee,the employee reports that he was draining ammonia used as a refrigerant into a container of water when splashes of the solution drained onto his face,DUP_0309,1,False,3
industrial_safety_000157,industrial_safety_analytics_database,incident,2016-06-10T00:00:00,Country_02,Local_05,Metals,,,"The employee reports that he was working with brushcutters near the Stone when the blade of the equipment collided with a piece of metal that was projected toward his leg, causing injury to his left leg.",,,,,['Manual Tools'],[],[],[],[],[],I,III,,,,Male,Third Party (Remote),the employee reports that he was working with brushcutters near the stone when the blade of the equipment collided with a piece of metal that was projected toward his leg causing injury to his left leg,DUP_0310,1,False,3
industrial_safety_000397,industrial_safety_analytics_database,incident,2017-04-29T00:00:00,Country_02,Local_02,Mining,,,The employee used a lever to remove the sealing ring from the front tire of the wheel loader (LHD 05) when the lever came to release from the fulcrum in the ring and press the left ring finger against the loader shell causing traumatism at the tip of the said finger.,,,,,['Manual Tools'],[],[],[],[],[],II,III,,,,Male,Employee,the employee used a lever to remove the sealing ring from the front tire of the wheel loader lhd 05 when the lever came to release from the fulcrum in the ring and press the left ring finger against the loader shell causing traumatism at the tip of the said finger,DUP_0314,1,False,3
industrial_safety_000133,industrial_safety_analytics_database,incident,2016-05-18T00:00:00,Country_02,Local_05,Metals,,,"The employee was performing carbon steel pipe marking activity when his helmet was struck by a tube, causing a scalp wound due to the impact of the helmet's sheepskin.",,,,,['Others'],[],[],[],[],[],I,III,,,,Male,Employee,the employee was performing carbon steel pipe marking activity when his helmet was struck by a tube causing a scalp wound due to the impact of the helmets sheepskin,DUP_0318,1,False,3
industrial_safety_000209,industrial_safety_analytics_database,incident,2016-08-22T00:00:00,Country_02,Local_05,Metals,,,"The employee was performing cutting activity on a carbon steel pipe attached to the band saw machine. Due to uneven weight distribution, the tube moved downward and the other end was projected upwards, pressing the thumb.",,,,,['Pressed'],[],[],[],[],[],I,III,,,,Male,Employee,the employee was performing cutting activity on a carbon steel pipe attached to the band saw machine due to uneven weight distribution the tube moved downward and the other end was projected upwards pressing the thumb,DUP_0319,1,False,3
industrial_safety_000125,industrial_safety_analytics_database,incident,2016-05-05T00:00:00,Country_02,Local_05,Metals,,,"The employee was sanding a piece in the Electrolysis at the end of the operation, when the protective cap of the disk spun to the back of the left hand.",,,,,['Manual Tools'],[],[],[],[],[],I,III,,,,Male,Third Party,the employee was sanding a piece in the electrolysis at the end of the operation when the protective cap of the disk spun to the back of the left hand,DUP_0321,1,False,3
industrial_safety_000425,industrial_safety_analytics_database,incident,2017-06-24T00:00:00,Country_01,Local_01,Mining,,,"The injured and his collaborators at the time of making the 4 ""HDPE pipe, which was to be used for hydraulic filling, is released, causing one of the ends of the pipe to impact on the lip, causing an injury . Apparently the support 1 deconcentrates and releases a little the pipe, this action generates that the pipe presented with the rubber of the victaúlica copla, is released generating the impact previously described. The pipe was empty without hydraulic load.",,,,,['Others'],[],[],[],[],[],II,III,,,,Male,Employee,the injured and his collaborators at the time of making the 4 hdpe pipe which was to be used for hydraulic filling is released causing one of the ends of the pipe to impact on the lip causing an injury  apparently the support 1 deconcentrates and releases a little the pipe this action generates that the pipe presented with the rubber of the victaúlica copla is released generating the impact previously described the pipe was empty without hydraulic load,DUP_0331,1,False,3
industrial_safety_000335,industrial_safety_analytics_database,incident,2017-02-08T00:00:00,Country_01,Local_04,Mining,,,The injured collaborator and one of his colleagues wanted to move a rim of a scoop tire for which using their own strength they threw the rim to the floor to make it roll and in that instant the eyelash hits the fifth finger of the right hand against the ring producing the injury.,,,,,['Cut'],[],[],[],[],[],II,III,,,,Male,Third Party,the injured collaborator and one of his colleagues wanted to move a rim of a scoop tire for which using their own strength they threw the rim to the floor to make it roll and in that instant the eyelash hits the fifth finger of the right hand against the ring producing the injury,DUP_0332,1,False,3
industrial_safety_000404,industrial_safety_analytics_database,incident,2017-05-16T00:00:00,Country_02,Local_05,Metals,,,"The maid was handling a pipette for sample preparation for chemical analysis, while trying to place it on the three-way pear, the pipette came to break causing a superficial cut in her right hand.",,,,,['Cut'],[],[],[],[],[],I,III,,,,Female,Third Party (Remote),the maid was handling a pipette for sample preparation for chemical analysis while trying to place it on the threeway pear the pipette came to break causing a superficial cut in her right hand,DUP_0337,1,False,3
